Booking_ID,Hotel_Name,Booking_Date,Check_In_Date,Check_Out_Date,Customer_Nationality,Booking_Platform,Room_Type_Booked,Number_of_Adults,Number_of_Children,Number_of_Nights,Total_Guests,Room_Price_Per_Night,Total_Price,Meal_Plan,Cancellation_Policy,Lead_Time,Previous_Cancellations,Previous_Bookings_Not_Canceled,Special_Requests,Payment_Method,Is_Repeated_Guest,Deposit_Type,Average_Daily_Rate,Is_Weekend_Stay,Required_Car_Parking_Spaces,Total_Special_Requests,Customer_Rating,Cancellation_Status
BK001479,Luxury Palace,2024-05-21,2025-05-06,2025-05-15,South Korea,Trivago,Deluxe,2,3,9,5,696.0,6264.0,All Inclusive,Non-refundable,350,4,6,"Early Check-in, Extra Bed, Connecting Rooms",Credit Card,0,Full,696.0,0,2,3,,0
BK001480,Boutique Hotel Central,2024-04-11,2024-12-24,2025-01-05,India,Trivago,Executive Suite,3,1,12,4,577.5,6930.0,Half Board,Flexible,257,1,3,None,Cash on Arrival,0,No Deposit,577.5,0,2,0,,1
BK001481,Airport Hotel,2023-05-17,2023-10-02,2023-10-16,UAE,Booking.com,Family Room,2,0,14,2,144.0,2016.0,Half Board,Strict,138,2,1,"Airport Pickup, Late Checkout",Cash on Arrival,1,No Deposit,144.0,0,0,2,3.0,0
BK001482,City Center Inn,2023-10-14,2024-01-12,2024-01-17,USA,Trivago,Studio,1,3,5,4,538.2,2691.0,Half Board,Moderate,90,3,3,"Early Check-in, Extra Bed",Cash on Arrival,1,No Deposit,538.2,1,0,2,9.0,0
BK001483,Budget Stay Inn,2023-04-06,2023-12-15,2023-12-18,Italy,Agoda,Suite,2,3,3,5,906.0,2718.0,Bed & Breakfast,Strict,253,0,4,Airport Pickup,Bank Transfer,0,No Deposit,906.0,1,0,1,,1
BK001484,Budget Stay Inn,2024-10-22,2025-05-16,2025-05-18,India,Trivago,Suite,1,0,2,1,546.0,1092.0,Full Board,Flexible,206,0,0,None,Debit Card,0,Partial,546.0,1,1,0,,1
BK001485,Heritage Hotel,2024-09-06,2024-09-12,2024-09-25,USA,Expedia,Single Room,3,0,13,3,164.7,2141.1,Bed & Breakfast,Non-refundable,6,4,7,Early Check-in,PayPal,1,Partial,164.7,0,0,1,7.0,0
BK001486,Seaside Resort,2023-01-22,2023-02-13,2023-02-15,Japan,Travel Agency,Deluxe,4,1,2,5,120.0,240.0,Bed & Breakfast,Flexible,22,1,6,"Airport Pickup, Baby Cot, High Floor",PayPal,0,Full,120.0,0,2,3,,0
BK001487,Modern Stays,2023-04-26,2024-01-02,2024-01-05,UK,Direct Booking,Deluxe,3,2,3,5,178.5,535.5,All Inclusive,Strict,251,0,5,None,Credit Card,0,No Deposit,178.5,0,2,0,,1
BK001488,Mountain View Lodge,2024-11-26,2025-07-01,2025-07-04,Mexico,Travel Agency,Studio,3,2,3,5,172.9,518.7,Half Board,Non-refundable,217,5,5,"Extra Bed, Connecting Rooms",Credit Card,0,Full,172.9,0,0,2,,0
BK001489,Luxury Palace,2024-04-02,2024-12-02,2024-12-16,UK,Expedia,Studio,4,2,14,6,200.2,2802.8,Room Only,Strict,244,1,2,"High Floor, Airport Pickup, Late Checkout",Bank Transfer,1,No Deposit,200.2,0,1,3,8.0,1
BK001490,Heritage Hotel,2023-09-09,2024-03-23,2024-03-30,Japan,Kayak,Single Room,4,1,7,5,248.4,1738.8,Room Only,Non-refundable,196,4,9,Extra Bed,Debit Card,1,No Deposit,248.4,1,0,1,10.0,0
BK001491,Seaside Resort,2023-03-03,2023-08-28,2023-09-03,South Korea,Agoda,Executive Suite,4,1,6,5,905.0,5430.0,Full Board,Moderate,178,1,3,None,Corporate Billing,0,No Deposit,905.0,0,2,0,,0
BK001492,Luxury Palace,2023-01-27,2024-01-18,2024-01-25,France,Booking.com,Deluxe,1,3,7,4,576.0,4032.0,Bed & Breakfast,Flexible,356,1,5,Extra Bed,Debit Card,0,No Deposit,576.0,0,1,1,,1
BK001493,Mountain View Lodge,2024-04-26,2024-07-06,2024-07-18,Japan,Travel Agency,Double Room,4,2,12,6,337.7,4052.4,Room Only,Strict,71,0,2,None,Corporate Billing,0,No Deposit,337.7,1,0,0,,0
BK001494,Grand Plaza Hotel,2024-02-10,2024-09-13,2024-09-24,Mexico,Kayak,Single Room,3,2,11,5,398.7,4385.7,Bed & Breakfast,Non-refundable,216,1,4,None,Cash on Arrival,1,Full,398.7,1,0,0,9.0,0
BK001495,City Center Inn,2024-02-06,2024-05-10,2024-05-24,India,Trivago,Studio,1,3,14,4,421.2,5896.8,Half Board,Non-refundable,94,3,2,None,PayPal,1,Partial,421.2,1,0,0,6.0,0
BK001496,Business Suites,2023-01-29,2023-05-31,2023-06-05,Canada,Trivago,Deluxe,1,1,5,2,577.5,2887.5,Room Only,Strict,122,1,8,None,Debit Card,1,No Deposit,577.5,0,2,1,10.0,1
BK001497,Business Suites,2023-04-06,2023-09-11,2023-09-12,France,Travel Agency,Twin Room,2,2,1,4,556.8,556.8,Full Board,Strict,158,1,10,None,PayPal,1,Partial,556.8,0,2,0,3.0,1
BK001498,Luxury Palace,2024-05-03,2025-02-27,2025-03-13,South Korea,Booking.com,Executive Suite,2,1,14,3,1072.5,15015.0,Full Board,Flexible,300,5,1,Late Checkout,Corporate Billing,0,Partial,1072.5,0,0,1,,0
BK001499,Boutique Hotel Central,2024-06-12,2025-04-19,2025-04-30,Japan,Corporate Account,Double Room,2,2,11,4,250.8,2758.8,Half Board,Non-refundable,311,0,10,"Late Checkout, Extra Bed, Early Check-in",Cash on Arrival,0,Full,250.8,1,2,3,,0
BK001500,Budget Stay Inn,2023-04-10,2023-04-17,2023-04-20,UAE,Travel Agency,Single Room,1,3,3,4,115.2,345.6,Full Board,Strict,7,1,4,Extra Bed,PayPal,1,No Deposit,115.2,0,0,1,8.0,1
BK001501,Budget Stay Inn,2023-09-20,2024-05-03,2024-05-14,Mexico,Agoda,Deluxe,4,0,11,4,399.0,4389.0,Half Board,Non-refundable,226,3,9,Baby Cot,PayPal,1,Partial,399.0,1,2,1,10.0,1
BK001502,Heritage Hotel,2023-02-13,2023-12-27,2024-01-07,USA,Direct Booking,Single Room,1,1,11,2,119.7,1316.7,Half Board,Non-refundable,317,1,9,"Extra Bed, Baby Cot, Late Checkout",Bank Transfer,0,Partial,119.7,0,1,3,,0
BK001503,Budget Stay Inn,2023-04-22,2023-06-04,2023-06-07,India,Expedia,Twin Room,4,1,3,5,342.0,1026.0,Half Board,Flexible,43,2,5,"Late Checkout, High Floor, Connecting Rooms",Bank Transfer,0,No Deposit,342.0,1,0,3,,0
BK001504,Budget Stay Inn,2023-05-30,2024-04-21,2024-04-25,France,Phone Booking,Standard,4,0,4,4,493.0,1972.0,Half Board,Non-refundable,327,3,3,None,Debit Card,0,Full,493.0,1,2,0,,0
BK001505,Airport Hotel,2024-10-12,2025-01-10,2025-01-12,Canada,Expedia,Executive Suite,4,0,2,4,580.0,1160.0,Full Board,Non-refundable,90,4,3,"Airport Pickup, Connecting Rooms",Credit Card,0,Full,580.0,1,1,2,,0
BK001506,Airport Hotel,2023-06-18,2023-09-27,2023-10-03,Spain,Kayak,Double Room,2,3,6,5,287.1,1722.6,All Inclusive,Non-refundable,101,0,8,Extra Bed,Corporate Billing,0,Partial,287.1,0,2,1,,0
BK001507,Modern Stays,2023-11-21,2023-11-28,2023-12-01,Mexico,Kayak,Suite,4,2,3,6,276.0,828.0,Full Board,Strict,7,4,0,"Airport Pickup, High Floor, Late Checkout",Corporate Billing,0,No Deposit,276.0,0,2,3,,0
BK001508,Luxury Palace,2024-12-14,2025-09-19,2025-10-02,Canada,Phone Booking,Twin Room,2,2,13,4,224.4,2917.2,Bed & Breakfast,Flexible,279,2,5,None,PayPal,1,No Deposit,224.4,1,0,0,10.0,1
BK001509,Business Suites,2023-12-27,2024-09-29,2024-10-06,Japan,Corporate Account,Deluxe,2,3,7,5,448.5,3139.5,Half Board,Moderate,277,4,9,Connecting Rooms,Bank Transfer,1,Partial,448.5,1,2,1,7.0,0
BK001510,Seaside Resort,2023-03-31,2023-05-23,2023-05-25,Brazil,Booking.com,Studio,4,0,2,4,434.2,868.4,All Inclusive,Flexible,53,5,7,None,Corporate Billing,1,Partial,434.2,0,0,0,10.0,0
BK001511,Seaside Resort,2023-07-20,2024-03-16,2024-03-18,France,Kayak,Twin Room,4,0,2,4,325.2,650.4,Bed & Breakfast,Strict,240,2,10,"Early Check-in, Connecting Rooms",Bank Transfer,0,No Deposit,325.2,1,1,2,,1
BK001512,Grand Plaza Hotel,2023-06-07,2023-12-15,2023-12-29,South Korea,Trivago,Studio,3,2,14,5,217.1,3039.4,All Inclusive,Non-refundable,191,1,8,"Late Checkout, Early Check-in, High Floor",Bank Transfer,0,Full,217.1,1,2,3,,0
BK001513,Heritage Hotel,2024-02-04,2024-05-02,2024-05-09,Mexico,Corporate Account,Single Room,2,3,7,5,178.2,1247.4,Room Only,Moderate,88,4,1,"Early Check-in, Connecting Rooms, Baby Cot",Debit Card,1,No Deposit,178.2,0,0,3,1.0,0
BK001514,Spa & Wellness Resort,2023-06-06,2023-06-20,2023-06-30,India,Trivago,Deluxe,4,0,10,4,690.0,6900.0,Bed & Breakfast,Non-refundable,14,5,10,"Airport Pickup, Extra Bed",Corporate Billing,0,Partial,690.0,0,2,2,,0
BK001515,Modern Stays,2024-01-23,2024-06-04,2024-06-15,USA,Travel Agency,Deluxe,2,0,11,2,609.0,6699.0,All Inclusive,Flexible,133,0,7,None,Credit Card,0,No Deposit,609.0,0,0,0,,1
BK001516,Budget Stay Inn,2024-01-06,2024-04-21,2024-04-28,UK,Kayak,Standard,4,0,7,4,329.0,2303.0,Room Only,Moderate,106,5,6,"High Floor, Baby Cot, Late Checkout",Debit Card,0,No Deposit,329.0,1,0,3,,0
BK001517,Heritage Hotel,2024-09-13,2024-09-29,2024-10-01,France,Corporate Account,Double Room,1,1,2,2,381.7,763.4,Half Board,Flexible,16,1,9,None,Cash on Arrival,0,No Deposit,381.7,1,0,0,,1
BK001518,Business Suites,2023-04-28,2023-08-17,2023-08-18,France,Agoda,Family Room,1,1,1,2,390.6,390.6,Half Board,Non-refundable,111,1,1,"Early Check-in, Late Checkout",Corporate Billing,1,Full,390.6,0,1,2,7.0,0
BK001519,Heritage Hotel,2023-10-15,2024-05-03,2024-05-05,China,Phone Booking,Executive Suite,2,1,2,3,1122.5,2245.0,Full Board,Non-refundable,201,3,6,"High Floor, Early Check-in",Credit Card,1,Full,1122.5,1,2,2,4.0,0
BK001520,Grand Plaza Hotel,2024-06-07,2024-10-14,2024-10-24,Spain,Travel Agency,Studio,3,3,10,6,123.5,1235.0,Room Only,Moderate,129,2,6,High Floor,Debit Card,0,No Deposit,123.5,0,1,1,,1
BK001521,Business Suites,2023-05-06,2023-05-10,2023-05-16,India,Booking.com,Presidential Suite,2,3,6,5,1295.0,7770.0,Half Board,Moderate,4,4,1,"Early Check-in, Baby Cot, Extra Bed",Cash on Arrival,0,No Deposit,1295.0,0,1,3,,0
BK001522,Heritage Hotel,2023-03-18,2024-01-05,2024-01-16,Spain,Hotels.com,Presidential Suite,3,1,11,4,630.0,6930.0,Room Only,Non-refundable,293,3,0,"Connecting Rooms, None",Credit Card,1,Partial,630.0,1,1,2,6.0,0
BK001523,Airport Hotel,2023-01-19,2023-12-14,2023-12-27,South Korea,Phone Booking,Standard,4,2,13,6,147.0,1911.0,Full Board,Flexible,329,4,8,None,PayPal,0,No Deposit,147.0,0,0,0,,1
BK001524,Luxury Palace,2023-11-05,2024-03-24,2024-03-30,UAE,Corporate Account,Twin Room,1,2,6,3,398.4,2390.4,All Inclusive,Flexible,140,3,4,"Baby Cot, Connecting Rooms, High Floor",Credit Card,1,Full,398.4,1,0,3,1.0,0
BK001525,Mountain View Lodge,2023-04-18,2023-09-30,2023-10-14,India,Hotels.com,Family Room,2,0,14,2,318.6,4460.4,Half Board,Flexible,165,5,0,"None, Baby Cot",Credit Card,1,No Deposit,318.6,1,1,2,9.0,1
BK001526,Mountain View Lodge,2023-05-22,2024-03-15,2024-03-23,UK,Agoda,Presidential Suite,2,3,8,5,1421.0,11368.0,Full Board,Flexible,298,4,8,Baby Cot,Corporate Billing,1,Full,1421.0,1,1,1,10.0,1
BK001527,Airport Hotel,2023-10-31,2024-10-29,2024-10-31,France,Trivago,Family Room,2,0,2,2,212.4,424.8,Full Board,Flexible,364,1,0,Baby Cot,Bank Transfer,0,No Deposit,212.4,0,1,1,,1
BK001528,Spa & Wellness Resort,2024-06-24,2025-03-14,2025-03-28,France,Travel Agency,Double Room,2,0,14,2,160.6,2248.4,Bed & Breakfast,Strict,263,3,7,Connecting Rooms,Debit Card,0,No Deposit,160.6,1,0,1,,1
BK001529,Spa & Wellness Resort,2024-10-25,2024-12-16,2024-12-19,Italy,Expedia,Deluxe,2,0,3,2,472.5,1417.5,Bed & Breakfast,Strict,52,0,7,"High Floor, Airport Pickup, None",Cash on Arrival,0,No Deposit,472.5,0,0,3,,1
BK001530,Boutique Hotel Central,2024-03-17,2024-12-02,2024-12-08,USA,Kayak,Executive Suite,3,0,6,3,262.5,1575.0,Full Board,Non-refundable,260,1,4,Connecting Rooms,Debit Card,1,Full,262.5,0,1,1,4.0,0
BK001531,Heritage Hotel,2023-09-12,2023-11-07,2023-11-11,UK,Booking.com,Standard,3,1,4,4,113.0,452.0,All Inclusive,Flexible,56,2,3,"Connecting Rooms, Late Checkout, None",Debit Card,1,No Deposit,113.0,0,0,3,8.0,0
BK001532,Modern Stays,2024-09-02,2025-01-27,2025-02-08,USA,Expedia,Suite,4,2,12,6,864.0,10368.0,Bed & Breakfast,Moderate,147,2,10,None,Debit Card,0,No Deposit,864.0,0,1,0,,1
BK001533,Grand Plaza Hotel,2024-11-13,2025-07-13,2025-07-20,France,Booking.com,Suite,3,0,7,3,334.0,2338.0,Room Only,Strict,242,3,9,None,Bank Transfer,0,No Deposit,334.0,1,0,0,,0
BK001534,Spa & Wellness Resort,2024-11-27,2025-04-24,2025-05-08,Australia,Trivago,Single Room,2,1,14,3,428.4,5997.6,Room Only,Flexible,148,2,5,"Baby Cot, High Floor, Airport Pickup",Cash on Arrival,1,No Deposit,428.4,0,1,3,3.0,0
BK001535,Airport Hotel,2024-12-28,2025-06-16,2025-06-25,UAE,Phone Booking,Double Room,1,2,9,3,474.1,4266.9,All Inclusive,Flexible,170,1,6,Airport Pickup,PayPal,1,No Deposit,474.1,0,2,1,9.0,1
BK001536,Modern Stays,2023-04-02,2023-07-10,2023-07-17,Brazil,Expedia,Executive Suite,4,1,7,5,537.5,3762.5,Half Board,Strict,99,3,9,"Early Check-in, Airport Pickup, Extra Bed",Credit Card,1,Partial,537.5,0,0,3,10.0,0
BK001537,Business Suites,2023-10-23,2023-12-18,2023-12-19,Italy,Agoda,Double Room,2,2,1,4,438.9,438.9,All Inclusive,Moderate,56,2,7,"Extra Bed, Connecting Rooms",PayPal,0,No Deposit,438.9,0,0,2,,1
BK001538,Spa & Wellness Resort,2023-05-07,2023-06-03,2023-06-11,Germany,Booking.com,Twin Room,3,0,8,3,126.0,1008.0,Half Board,Moderate,27,2,4,Extra Bed,Corporate Billing,1,No Deposit,126.0,1,2,1,10.0,0
BK001539,Airport Hotel,2023-08-13,2023-08-29,2023-09-06,Mexico,Corporate Account,Family Room,4,3,8,7,511.2,4089.6,Room Only,Strict,16,2,9,"Airport Pickup, Early Check-in",Bank Transfer,1,Partial,511.2,0,0,2,6.0,0
BK001540,Luxury Palace,2024-07-21,2024-10-31,2024-11-05,Germany,Expedia,Executive Suite,4,1,5,5,680.0,3400.0,Full Board,Flexible,102,1,8,"High Floor, Early Check-in, Baby Cot",Corporate Billing,1,No Deposit,680.0,0,1,3,9.0,0
BK001541,Boutique Hotel Central,2023-01-28,2023-08-31,2023-09-02,UAE,Agoda,Studio,3,1,2,4,490.1,980.2,All Inclusive,Strict,215,1,9,"None, Connecting Rooms",Bank Transfer,0,No Deposit,490.1,0,0,2,,1
BK001542,Boutique Hotel Central,2024-04-16,2024-05-13,2024-05-15,USA,Travel Agency,Deluxe,3,0,2,3,750.0,1500.0,Half Board,Non-refundable,27,5,5,None,Credit Card,0,Full,750.0,0,2,0,,0
BK001543,Modern Stays,2024-05-22,2024-07-30,2024-08-03,Mexico,Agoda,Executive Suite,3,0,4,3,1230.0,4920.0,Full Board,Moderate,69,0,1,None,Debit Card,0,No Deposit,1230.0,0,0,0,,1
BK001544,Budget Stay Inn,2023-01-26,2023-10-11,2023-10-19,Spain,Booking.com,Deluxe,3,3,8,6,490.5,3924.0,Bed & Breakfast,Moderate,258,4,4,"Extra Bed, Late Checkout, Baby Cot",Corporate Billing,0,No Deposit,490.5,0,2,3,,0
BK001545,Mountain View Lodge,2024-06-07,2025-05-31,2025-06-09,Australia,Kayak,Double Room,3,2,9,5,463.1,4167.9,Room Only,Non-refundable,358,2,10,"Connecting Rooms, Late Checkout",Corporate Billing,0,Full,463.1,1,1,2,,0
BK001546,Airport Hotel,2024-04-13,2024-06-13,2024-06-23,Spain,Booking.com,Studio,3,0,10,3,533.0,5330.0,All Inclusive,Non-refundable,61,0,5,Baby Cot,Corporate Billing,1,Partial,533.0,0,0,1,6.0,0
BK001547,Modern Stays,2024-06-21,2025-01-06,2025-01-15,UK,Agoda,Suite,3,2,9,5,630.0,5670.0,Bed & Breakfast,Strict,199,5,4,"Extra Bed, Connecting Rooms, High Floor",Bank Transfer,1,Full,630.0,0,2,3,7.0,1
BK001548,Business Suites,2024-08-25,2025-06-18,2025-06-24,China,Phone Booking,Twin Room,1,0,6,1,114.0,684.0,Bed & Breakfast,Moderate,297,0,10,None,Bank Transfer,1,No Deposit,114.0,0,0,0,6.0,1
BK001549,Mountain View Lodge,2024-01-29,2024-08-31,2024-09-02,USA,Phone Booking,Executive Suite,1,0,2,1,1157.5,2315.0,Room Only,Non-refundable,215,2,9,None,Debit Card,1,Partial,1157.5,1,1,0,6.0,1
BK001550,Budget Stay Inn,2024-03-24,2025-03-06,2025-03-11,Australia,Direct Booking,Suite,4,1,5,5,248.0,1240.0,All Inclusive,Flexible,347,5,10,None,Debit Card,0,Partial,248.0,0,0,0,,1
BK001551,Luxury Palace,2024-08-04,2025-05-10,2025-05-24,UK,Corporate Account,Suite,4,1,14,5,372.0,5208.0,All Inclusive,Non-refundable,279,4,5,"Airport Pickup, Connecting Rooms",Credit Card,1,Full,372.0,1,1,2,4.0,0
BK001552,Boutique Hotel Central,2023-11-02,2023-12-23,2023-12-25,Italy,Direct Booking,Standard,3,0,2,3,194.0,388.0,Half Board,Strict,51,3,5,None,Debit Card,1,No Deposit,194.0,1,2,0,7.0,1
BK001553,Grand Plaza Hotel,2024-07-13,2025-07-05,2025-07-07,China,Kayak,Executive Suite,1,0,2,1,632.5,1265.0,Full Board,Strict,357,1,5,None,Debit Card,0,No Deposit,632.5,1,2,0,,1
BK001554,Heritage Hotel,2023-03-05,2023-07-03,2023-07-11,UK,Phone Booking,Studio,1,2,8,3,150.8,1206.4,Full Board,Flexible,120,4,7,Early Check-in,Corporate Billing,0,No Deposit,150.8,0,1,1,,1
BK001555,Heritage Hotel,2023-12-25,2024-08-01,2024-08-09,Germany,Direct Booking,Standard,1,0,8,1,476.0,3808.0,Bed & Breakfast,Non-refundable,220,5,10,None,Cash on Arrival,1,No Deposit,476.0,0,1,0,9.0,0
BK001556,Boutique Hotel Central,2023-05-22,2023-07-20,2023-07-28,UK,Phone Booking,Presidential Suite,3,1,8,4,892.5,7140.0,Full Board,Flexible,59,1,3,None,Cash on Arrival,0,No Deposit,892.5,0,2,0,,0
BK001557,Boutique Hotel Central,2024-08-04,2024-08-27,2024-09-09,USA,Direct Booking,Standard,1,0,13,1,144.0,1872.0,Full Board,Moderate,23,2,0,"High Floor, Early Check-in",Corporate Billing,0,Full,144.0,0,0,2,,0
BK001558,Budget Stay Inn,2024-11-04,2025-01-05,2025-01-16,UK,Expedia,Executive Suite,2,3,11,5,1102.5,12127.5,Half Board,Moderate,62,3,4,"Early Check-in, Connecting Rooms",Corporate Billing,0,No Deposit,1102.5,1,1,2,,1
BK001559,Boutique Hotel Central,2024-05-30,2024-07-22,2024-07-23,France,Hotels.com,Studio,4,2,1,6,156.0,156.0,Bed & Breakfast,Moderate,53,4,3,"Late Checkout, None",PayPal,0,No Deposit,156.0,0,0,2,,0
BK001560,Heritage Hotel,2024-04-09,2024-06-06,2024-06-07,Italy,Booking.com,Executive Suite,3,3,1,6,582.5,582.5,Room Only,Flexible,58,2,9,"Baby Cot, None, Late Checkout",Bank Transfer,1,No Deposit,582.5,0,0,3,9.0,0
BK001561,Heritage Hotel,2023-11-09,2023-11-25,2023-12-04,UAE,Corporate Account,Standard,3,2,9,5,494.0,4446.0,All Inclusive,Moderate,16,0,5,"Connecting Rooms, Baby Cot, High Floor",Corporate Billing,0,Partial,494.0,1,2,3,,0
BK001562,Modern Stays,2024-11-25,2025-04-21,2025-05-05,Japan,Kayak,Twin Room,3,1,14,4,330.0,4620.0,Full Board,Moderate,147,1,0,"Early Check-in, None",Debit Card,1,No Deposit,330.0,0,1,2,5.0,0
BK001563,Heritage Hotel,2023-09-14,2024-08-13,2024-08-26,UAE,Phone Booking,Standard,1,2,13,3,371.0,4823.0,Half Board,Strict,334,1,7,"None, Late Checkout, Baby Cot",Bank Transfer,0,Full,371.0,0,1,3,,0
BK001564,Boutique Hotel Central,2023-08-12,2024-03-08,2024-03-09,China,Expedia,Executive Suite,3,0,1,3,762.5,762.5,Bed & Breakfast,Strict,209,2,4,"Airport Pickup, Extra Bed, High Floor",Debit Card,0,Partial,762.5,1,2,3,,1
BK001565,Seaside Resort,2024-11-01,2024-11-20,2024-11-23,Brazil,Trivago,Double Room,3,0,3,3,399.3,1197.9,Bed & Breakfast,Flexible,19,5,4,"None, High Floor",PayPal,0,No Deposit,399.3,0,1,2,,1
BK001566,Boutique Hotel Central,2024-03-30,2024-05-26,2024-06-04,UK,Direct Booking,Family Room,3,2,9,5,770.4,6933.6,Full Board,Flexible,57,5,6,"Airport Pickup, None",PayPal,1,No Deposit,770.4,1,1,2,8.0,0
BK001567,Airport Hotel,2024-09-28,2024-10-13,2024-10-16,France,Booking.com,Executive Suite,2,0,3,2,335.0,1005.0,All Inclusive,Moderate,15,2,8,"Late Checkout, Baby Cot",Cash on Arrival,0,No Deposit,335.0,1,0,2,,0
BK001568,Heritage Hotel,2023-03-22,2023-04-30,2023-05-04,China,Trivago,Studio,4,0,4,4,455.0,1820.0,Room Only,Non-refundable,39,5,8,"High Floor, Airport Pickup, Extra Bed",Cash on Arrival,1,Full,455.0,1,1,3,8.0,0
BK001569,Business Suites,2023-04-29,2024-04-17,2024-04-21,Italy,Hotels.com,Presidential Suite,1,2,4,3,1281.0,5124.0,All Inclusive,Flexible,354,2,10,"Late Checkout, Baby Cot, Connecting Rooms",Debit Card,0,Full,1281.0,0,0,3,,0
BK001570,Luxury Palace,2024-11-21,2025-09-16,2025-09-27,Canada,Phone Booking,Executive Suite,3,2,11,5,600.0,6600.0,Room Only,Flexible,299,3,6,Baby Cot,Corporate Billing,0,Partial,600.0,0,1,1,,1
BK001571,Seaside Resort,2024-03-04,2024-07-16,2024-07-29,Japan,Kayak,Deluxe,2,0,13,2,450.0,5850.0,Room Only,Moderate,134,0,2,"Connecting Rooms, Airport Pickup, Extra Bed",Bank Transfer,0,Partial,450.0,0,0,3,,0
BK001572,Business Suites,2024-08-28,2025-07-05,2025-07-15,UK,Booking.com,Deluxe,3,3,10,6,433.5,4335.0,Full Board,Non-refundable,311,2,7,Airport Pickup,Corporate Billing,0,Partial,433.5,1,0,1,,0
BK001573,Business Suites,2024-11-21,2025-10-19,2025-10-27,Spain,Corporate Account,Double Room,2,2,8,4,522.5,4180.0,Room Only,Moderate,332,2,7,"None, Early Check-in",Cash on Arrival,1,No Deposit,522.5,1,1,2,5.0,0
BK001574,Grand Plaza Hotel,2023-08-04,2024-03-11,2024-03-20,Germany,Phone Booking,Studio,3,0,9,3,334.1,3006.9,Half Board,Moderate,220,0,4,"Baby Cot, Late Checkout",Debit Card,0,No Deposit,334.1,0,1,2,,0
BK001575,Seaside Resort,2023-08-26,2024-08-01,2024-08-06,Canada,Expedia,Family Room,2,0,5,2,694.8,3474.0,Room Only,Moderate,341,0,7,None,PayPal,0,No Deposit,694.8,0,2,0,,1
BK001576,Budget Stay Inn,2024-06-17,2024-08-20,2024-09-03,Italy,Travel Agency,Deluxe,1,3,14,4,451.5,6321.0,Full Board,Strict,64,0,2,"Extra Bed, Airport Pickup",Credit Card,0,Partial,451.5,0,1,2,,1
BK001577,Business Suites,2023-10-10,2024-05-29,2024-06-09,India,Trivago,Deluxe,3,0,11,3,451.5,4966.5,Room Only,Strict,232,1,8,None,Corporate Billing,0,No Deposit,451.5,0,2,0,,1
BK001578,City Center Inn,2024-11-20,2025-02-28,2025-03-05,Italy,Agoda,Double Room,2,3,5,5,246.4,1232.0,Bed & Breakfast,Moderate,100,5,1,None,Bank Transfer,0,No Deposit,246.4,1,2,1,,1
BK001579,Mountain View Lodge,2023-02-09,2023-09-11,2023-09-23,Germany,Phone Booking,Twin Room,2,2,12,4,392.4,4708.8,All Inclusive,Moderate,214,2,3,"Baby Cot, Late Checkout",Corporate Billing,1,No Deposit,392.4,0,2,2,4.0,1
BK001580,Airport Hotel,2024-03-05,2024-10-19,2024-10-25,Australia,Hotels.com,Deluxe,2,3,6,5,364.5,2187.0,Room Only,Strict,228,5,6,Baby Cot,Bank Transfer,1,No Deposit,364.5,1,0,1,6.0,0
BK001581,Luxury Palace,2023-03-04,2023-12-16,2023-12-29,France,Travel Agency,Presidential Suite,4,3,13,7,1729.0,22477.0,Full Board,Non-refundable,287,3,4,None,PayPal,1,Full,1729.0,1,1,0,3.0,0
BK001582,Luxury Palace,2023-08-15,2024-06-03,2024-06-06,Japan,Direct Booking,Deluxe,3,1,3,4,583.5,1750.5,All Inclusive,Flexible,293,5,0,"Extra Bed, Connecting Rooms, High Floor",PayPal,1,Partial,583.5,0,2,3,1.0,1
BK001583,Business Suites,2024-07-02,2024-10-11,2024-10-14,South Korea,Trivago,Twin Room,2,2,3,4,588.0,1764.0,Bed & Breakfast,Strict,101,2,6,Late Checkout,Credit Card,0,Partial,588.0,1,2,1,,1
BK001584,Luxury Palace,2024-05-11,2024-06-01,2024-06-04,Germany,Travel Agency,Standard,2,1,3,3,97.0,291.0,Half Board,Flexible,21,3,10,"Airport Pickup, Connecting Rooms, High Floor",PayPal,0,No Deposit,97.0,1,2,3,,0
BK001585,Modern Stays,2024-03-01,2024-03-11,2024-03-12,India,Trivago,Studio,2,0,1,2,592.8,592.8,All Inclusive,Non-refundable,10,1,9,"High Floor, Late Checkout",Cash on Arrival,0,Partial,592.8,0,1,2,,0
BK001586,Airport Hotel,2024-11-02,2025-08-24,2025-09-01,Spain,Travel Agency,Twin Room,1,1,8,2,345.6,2764.8,All Inclusive,Strict,295,3,4,Connecting Rooms,Credit Card,1,Partial,345.6,1,1,1,4.0,1
BK001587,Spa & Wellness Resort,2023-01-26,2023-08-17,2023-08-30,Australia,Kayak,Presidential Suite,4,0,13,4,1431.5,18609.5,Half Board,Strict,203,1,10,None,Credit Card,0,No Deposit,1431.5,0,1,0,,1
BK001588,Seaside Resort,2023-05-25,2023-12-17,2023-12-27,South Korea,Kayak,Single Room,2,0,10,2,424.8,4248.0,Full Board,Strict,206,3,4,"Airport Pickup, None",PayPal,1,Partial,424.8,1,1,2,10.0,0
BK001589,Business Suites,2024-10-29,2025-02-26,2025-03-04,Italy,Kayak,Single Room,1,0,6,1,267.3,1603.8,Room Only,Non-refundable,120,1,0,Extra Bed,Debit Card,0,Full,267.3,0,0,1,,1
